"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"1997-02-07",780.15,789.72,778.19,789.56,789.56,540910000,"^SPX","Dante's Peak","1997","Action, Adventure, Thriller","108 min","Roger Donaldson","Leslie Bohem","Pierce Brosnan, Linda Hamilton, Jamie Renée Smith","PG-13",6,43,"101,679","4 wins & 1 nomination","$67,127,760","United States","English","Volcanologist Harry Dalton and mayor Rachel Wando of Dante's Peak try to convince the city council and the other volcanologists that the volcano right above Dante's peak is indeed dangerous. People's safety is being set against economical interests."
"1997-02-14",811.82,812.2,808.15,808.48,808.48,491540000,"^SPX","Vegas Vacation","1997","Comedy","93 min","Stephen Kessler","Elisa Bell, Bob Ducsay","Chevy Chase, Beverly D'Angelo, Randy Quaid","PG",5.9,20,"54,056","1 nomination","$36,400,360","United States","English","When Clark Griswold puts his mind to something, we soon realize he hasn't got one. Still, nothing stops him when the vacation bug hits. This time, he's chosen Las Vegas, the new family entertainment capital of America! Chevy Chase returns as bubbly, bumbling Clark in Vegas Vacation, a jokers-are-wild laugh fest including two other stars from past Vacations. Beverly D'Angelo is back as wife Ellen, doting on the guy she calls ""Sparky,"" and Randy Quaid again delights as grubby goof ball Cousin Eddie. Ethan Embry (That Thing You Do!) and screen-debuting Marisol Nichols are Griswold teens who love the round-the-clock nightlife - as long as they don't share it with Mom and Dad! From Seigfried and Roy's extravaganza to a Hoover Dam tour, from cruising to losing (Wallace Shawn as a shifty blackjack dealer) to amorous crooning (Wayne Newton falls for Ellen): watch Clark try to keep family and wallet together!"
"1997-02-28",795.07,795.7,788.5,790.82,790.82,508280000,"^SPX","Donnie Brasco","1997","Biography, Crime, Drama","127 min","Mike Newell","Joseph D. Pistone, Richard Woodley, Paul Attanasio","Al Pacino, Johnny Depp, Michael Madsen","R",7.7,77,"341,218","Nominated for 1 Oscar. 2 wins & 16 nominations total","$41,909,762","United States","English, Italian, Japanese","This true story follows FBI agent Joe Pistone as he infiltrates the mafia of New York. Befriending Lefty Ruggiero, Pistone (under the name Donnie Brasco) is able to embed himself in a mafia faction led by Sonny Black. Ruggiero and Pistone become tight as the group goes about collecting money for 'the bosses'. Eventually, the group become big-time when Black himself becomes a boss; all the while, Pistone collects evidence. However, the trials and tribulations of the undercover work become more than Pistone can bear. His marriage falls apart, and to top it off, the mafia suspect a mole in the organization. The real dilemma is afforded to Pistone, who knows if he walks away from the mafia, Ruggiero will be the one punished."
"1997-03-14",789.56,796.88,789.56,793.17,793.17,491540000,"^SPX","Sling Blade","1996","Drama","135 min","Billy Bob Thornton","Billy Bob Thornton","Billy Bob Thornton, Dwight Yoakam, J.T. Walsh","R",8,85,"100,748","Won 1 Oscar. 14 wins & 15 nominations total","$24,444,121","United States","English","A partially handicapped man named Karl is released from a mental hospital, about 20 years after murdering his mother and another person. Karl is often questioned if he will ever kill again, and he shrugs in response saying there is no reason to. Now out of the mental institution, Karl settles in his old, small hometown, occupying himself by fixing motors. After meeting a young boy named Frank, who befriends him, Karl is invited to stay at Frank's house with his mother Linda, who views Karl as a strange but kind and generous man. However, Linda's abusive boyfriend, Doyle, sees things differently in the way rules ought to be run- normally insulting Linda's homosexual friend Vaughan as well as Karl's disabilities, and having wild parties with his friends. As Karl's relationship with Frank grows, he is watchful of Doyle's cruel actions."
"1997-03-21",782.65,786.44,782.65,784.1,784.1,638760000,"^SPX","Liar Liar","1997","Comedy, Fantasy","86 min","Tom Shadyac","Paul Guay, Stephen Mazur","Jim Carrey, Maura Tierney, Amanda Donohoe","PG-13",6.9,70,"342,740","4 wins & 6 nominations total","$181,410,615","United States","English","Fletcher Reede, a fast talking attorney, habitual liar, and divorced father is an incredibly successful lawyer who has built his career by lying. He has a habit of giving precedence to his job and always breaking promises to be with his young son Max, but Fletcher lets Max down once too often, for missing his own son's birthday party. But until then at 8:15 Max has decided to make an honest man out of him as he wishes for one whole day his dad couldn't tell a lie. When the wish comes true all Fletcher can do is tell the truth and cannot tell one lie. Uh-oh for Fletcher Reede."
"1997-04-04",750.32,757.9,744.04,757.9,757.9,544580000,"^SPX","The Saint","1997","Action, Adventure, Romance","116 min","Phillip Noyce","Leslie Charteris, Jonathan Hensleigh, Wesley Strick","Val Kilmer, Elisabeth Shue, Rade Serbedzija","PG-13",6.2,50,"73,209","1 win & 2 nominations","$61,363,304","United States","English, Russian","Simon Templar has no real family, no real home, and Simon Templar isn't even his real name. Yet, Simon Templar, also known as the Saint for his use of creating false identities using the names of Catholic saints, is one of the world's most successful thieves. Slick, debonair, and a master of disguise, Simon manages to outwit the police again and again. On his next job, he is hired by the Russian Mafia to steal a cold fusion energy formula from scientist Emma Russel. However, the mission backfires as he falls for the pretty, intelligent scientist. Simon and his new love must now manage to outwit the Russian Mafia and work out the energy formula before the worst happens, and the U.S. is affected forever."
"1997-04-11",758.34,758.34,737.64,737.65,737.65,444380000,"^SPX","Anaconda","1997","Action, Adventure, Horror","89 min","Luis Llosa","Hans Bauer, Jim Cash, Jack Epps Jr.","Jon Voight, Jennifer Lopez, Eric Stoltz","PG-13",4.9,37,"115,023","6 wins & 11 nominations total","$65,885,767","United States, Brazil, Peru","English","When a documentary crew traveling through the Amazon jungle, picks up a stranded man, they are unaware of the trouble that will occur. This stranger's hobby is to capture the giant Anaconda snake, and plans to continue targeting it on their boat, by any means necessary."
"1997-04-11",758.34,758.34,737.64,737.65,737.65,444380000,"^SPX","Swingers","1996","Comedy, Drama","96 min","Doug Liman","Jon Favreau","Vince Vaughn, Heather Graham, Jon Favreau","R",7.2,71,"90,281","3 wins & 3 nominations total","$4,555,020","United States","English","This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship."
"1997-04-25",771.18,771.18,764.63,765.37,765.37,414350000,"^SPX","Volcano","1997","Action, Drama, Sci-Fi","104 min","Mick Jackson","Jerome Armstrong, Billy Ray","Tommy Lee Jones, Anne Heche, Gaby Hoffmann","PG-13",5.5,54,"83,741","1 win & 1 nomination total","$49,323,468","United States","English, Spanish, German","Something unspeakably chilling is ultimately starting to heat up at The City of Los Angeles! Beneath the famed La Brea Tar Pits, a raging volcano has formed, raining a storm of deadly fire bombs and an endless tide of white-hot lava upon the stunned city!"
"1997-04-25",771.18,771.18,764.63,765.37,765.37,414350000,"^SPX","Romy and Michele's High School Reunion","1997","Comedy","92 min","David Mirkin","Robin Schiff","Mira Sorvino, Lisa Kudrow, Janeane Garofalo","R",6.3,60,"55,457","4 nominations total","$29,235,353","United States","English","Romy and Michele have been through it all, including being tortured by the Popular crowd when in high school. When they receive word of a 10 year reunion, they come to realize their lives aren't as impressive as they'd like them to be. Instead of staying home they go to the reunion with business outfits, cell phones, and one heck of a bogus success story."
"1997-05-02",798.53,812.99,798.53,812.97,812.97,499770000,"^SPX","Breakdown","1997","Crime, Drama, Mystery","93 min","Jonathan Mostow","Jonathan Mostow, Sam Montgomery","Kurt Russell, J.T. Walsh, Kathleen Quinlan","R",7,73,"63,896","1 win & 2 nominations","$50,159,144","United States","English","Jeff and Amy Taylor are moving to California and must drive across the country. When they find themselves stranded in the middle of a desert with hardly anyone or anything around, their trip comes to a sudden halt. Amy had taken a ride with a friendly trucker to a small diner to call for help, but after a long time, Jeff becomes worried. He finds that no one in the diner has seen or heard from his wife. When he finds the trucker who gave Amy the ride, the trucker swears he has never seen her. Now Jeff must attempt to find his wife, who has been kidnapped and is being held for ransom. But who can he trust?"
"1997-05-22",839.35,841.91,833.86,835.66,835.66,426940000,"^SPX","The Lost World: Jurassic Park","1997","Action, Adventure, Sci-Fi","129 min","Steven Spielberg","Michael Crichton, David Koepp","Jeff Goldblum, Julianne Moore, Pete Postlethwaite","PG-13",6.6,59,"454,929","Nominated for 1 Oscar. 4 wins & 28 nominations total","$229,086,679","United States","English, Spanish","A research team is sent to an island eighty-seven miles away from the previous home of Jurassic Park, to document and photograph the now liberated dinosaurs. However, InGen the BioEngineering company has sent another larger team to the same island to catch, sedate, and transport some dinosaurs to San Diego where they will be used in a new Jurassic Park location. But life always finds a way. Will both teams return to the mainland with successful findings? Or will another tragedy occur?"
"1997-06-20",897.99,901.77,897.77,898.7,898.7,653110000,"^SPX","My Best Friend's Wedding","1997","Comedy, Drama, Romance","105 min","P.J. Hogan","Ron Bass","Julia Roberts, Dermot Mulroney, Cameron Diaz","PG-13",6.4,51,"159,456","Nominated for 1 Oscar. 12 wins & 24 nominations total","$127,120,029","United States","English, French, Italian","A woman who, by a promise made years earlier, is supposed to marry her best friend in three weeks, even though she doesn't want to. When she finds out that he's marrying someone else, she becomes jealous and tries to break off the wedding."
"1997-06-27",883.68,894.7,883.68,887.3,887.3,472540000,"^SPX","Face/Off","1997","Action, Crime, Sci-Fi","138 min","John Woo","Mike Werb, Michael Colleary","John Travolta, Nicolas Cage, Joan Allen","R",7.3,82,"410,560","Nominated for 1 Oscar. 11 wins & 23 nominations total","$112,276,146","United States","English, Latin","Sean Archer, a very tough, rugged FBI Agent, is still grieving for his dead son Michael. Archer believes that his son's killer is his sworn enemy and a very powerful criminal, Castor Troy. One day, Archer has finally cornered Castor, however, their fight has knocked out Troy cold. As Archer finally breathes easy over the capture of his enemy, he finds out that Troy has planted a bomb that will destroy the entire city of Los Angeles and all of its inhabitants. Unfortunately the only other person who knows its location is Castor's brother Pollux, and he refuses to talk. The solution, a special operation doctor that can cut off people's faces, and can place a person's face onto another person. Archer undergoes one of those surgeries to talk to Pollux. However, Castor Troy somehow regains consciousness and now wants revenge on Archer for taking his face. Not only is Troy ruining Archer's mission, but his personal life as well. Archer must stop Troy again. This time, it's personal."
"1997-06-27",883.68,894.7,883.68,887.3,887.3,472540000,"^SPX","Hercules","1997","Animation, Action, Adventure","93 min","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods","G",7.3,74,"264,540","Nominated for 1 Oscar. 9 wins & 16 nominations total","$99,112,101","United States","English, Spanish, Greek","Hercules, son of the Greek God, Zeus, is turned into a half-god, half-mortal by evil Hades, God of the Underworld, who plans to overthrow Zeus. Hercules is raised on Earth and retains his god-like strength, but when he discovers his immortal heritage Zeus tells him that to return to Mount Olympus he must become a true hero. Hercules becomes a famous hero with the help of his friend Pegasus and his personal trainer, Phil the satyr. Hercules battles monsters, Hades and the Titans, but it is his self-sacrifice to rescue his love Meg which makes him a true hero."
